,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.672324950000004,139.7657468,Apple,Tech
1,1,Indonesia,Jakarta,34540000.0,-6.1805168,106.8401436,Apple,Tech
2,2,India,Delhi,29617000.0,28.5676224,77.2467184,Apple,Tech
3,3,India,Mumbai,23355000.0,19.1348,72.83235962499127,Apple,Tech
4,4,Philippines,Manila,23088000.0,14.7000584,121.0858365,Apple,Tech
5,5,China,Shanghai,22120000.0,31.2350886,121.4754904,Apple,Tech
6,6,Brazil,São Paulo,22046000.0,-23.6059177,-46.6581073,Apple,Tech
7,7,"Korea, South",Seoul,21794000.0,37.5646213,126.9827355,Apple,Tech
8,8,Mexico,Mexico City,20996000.0,19.3616091,-99.2761271,Apple,Tech
9,9,China,Guangzhou,20902000.0,23.1346077,113.319733,Apple,Tech
10,10,China,Beijing,19433000.0,40.0659478,116.5416341,Apple,Tech
11,11,Egypt,Cairo,19372000.0,40.7725222,-73.9262909,Apple,Tech
12,12,United States,New York,18713220.0,40.782832,-73.978328,Apple,Tech
13,13,India,Kolkāta,17560000.0,22.5582239,88.35369847646277,Apple,Tech
14,14,Russia,Moscow,17125000.0,55.7082636,37.6590455,Apple,Tech
15,15,Thailand,Bangkok,17066000.0,13.7475906,100.5386711,Apple,Tech
16,16,Argentina,Buenos Aires,16157000.0,40.7252275,-73.9831134,Apple,Tech
17,17,China,Shenzhen,15929000.0,22.5398506,113.9710569,Apple,Tech
18,18,Bangladesh,Dhaka,15443000.0,23.8242597,90.3617603,Apple,Tech
19,19,Nigeria,Lagos,15279000.0,40.6191238,-73.9260348,Apple,Tech
20,20,Turkey,Istanbul,15154000.0,41.0012845,29.0548736,Apple,Tech
21,21,Japan,Ōsaka,14977000.0,34.5211545,135.5259596,Apple,Tech
22,22,Pakistan,Karachi,14835000.0,24.8116171,67.0184787,Apple,Tech
23,23,India,Bangalore,13707000.0,12.941045549999998,77.52598675225555,Apple,Tech
24,24,Iran,Tehran,13633000.0,35.7479,51.4776505,Apple,Tech
25,25,Vietnam,Ho Chi Minh City,13312000.0,10.7673411,106.6670667,Apple,Tech
26,26,United States,Los Angeles,12750807.0,34.1443979,-118.257051,Apple,Tech
27,27,Brazil,Rio de Janeiro,12272000.0,-23.0091365,-43.43673435,Apple,Tech
28,28,China,Nanyang,12010000.0,32.9931932,112.5301343,Apple,Tech
29,29,India,Chennai,11324000.0,13.0283513,80.2091487,Apple,Tech
30,30,China,Chengdu,11309000.0,30.6545143,104.0812133,Apple,Tech
31,31,Pakistan,Lahore,11021000.0,31.50190035,74.36492927043798,Apple,Tech
32,32,France,Paris,11020000.0,48.8721361,2.3013269,Apple,Tech
33,33,United Kingdom,London,10979000.0,51.5866448,0.0368466,Apple,Tech
34,34,China,Linyi,10820000.0,35.26418855,118.310018173009,Apple,Tech
35,35,China,Tianjin,10800000.0,39.0888666,117.2074717,Apple,Tech
36,36,Peru,Lima,9848000.0,-11.9943244,-77.0619141,Apple,Tech
37,37,India,Hyderābād,9746000.0,17.4448604,78.386635,Apple,Tech
38,38,Colombia,Bogotá,9464000.0,4.6734523,-74.051569,Apple,Tech
39,39,China,Weifang,9373000.0,35.9955335,119.3982246,Apple,Tech
40,40,Japan,Nagoya,9113000.0,35.1578945,136.8601026,Apple,Tech
41,41,United States,Chicago,8604203.0,41.9106114,-87.64850215,Apple,Tech
42,42,Angola,Luanda,8417000.0,-8.8375554,13.2369683,Apple,Tech
43,43,Malaysia,Kuala Lumpur,8285000.0,3.1461928,101.7090396,Apple,Tech
44,44,China,Jinan,7967400.0,36.6628341,117.0172087,Apple,Tech
45,45,Vietnam,Hanoi,7785000.0,21.0311596,105.8501553,Apple,Tech
46,46,India,Pune,7764000.0,18.4859019,73.8556824,Apple,Tech
47,47,China,Chongqing,7739000.0,29.5609959,106.572207,Apple,Tech
48,48,China,Ningbo,7639000.0,40.7080812,-74.0182068,Apple,Tech
49,49,China,Nanjing,7496000.0,32.0492876,118.7956595,Apple,Tech
50,50,India,Ahmedabad,7410000.0,23.0168879,72.4705235,Apple,Tech
