,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.5448694,139.7699027,Cartier,Luxury
1,1,India,Delhi,29617000.0,14.6782621,121.0456235,Cartier,Luxury
2,2,India,Mumbai,23355000.0,14.6782621,121.0456235,Cartier,Luxury
3,3,Philippines,Manila,23088000.0,14.6782621,121.0456235,Cartier,Luxury
4,4,China,Shanghai,22120000.0,31.2291091,121.4488685,Cartier,Luxury
5,5,Brazil,São Paulo,22046000.0,-23.3980932,-46.7531652,Cartier,Luxury
6,6,"Korea, South",Seoul,21794000.0,37.5122172,127.1018171,Cartier,Luxury
7,7,Mexico,Mexico City,20996000.0,19.4323151,-99.2017292,Cartier,Luxury
8,8,China,Beijing,19433000.0,39.9089985,116.4731978,Cartier,Luxury
9,9,United States,New York,18713220.0,40.7962598,-73.6709429,Cartier,Luxury
10,10,India,Kolkāta,17560000.0,14.6782621,121.0456235,Cartier,Luxury
