,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.660819000000004,139.72860148656522,Zara,Mode
1,1,India,Delhi,29617000.0,28.5598136,77.2061901,Zara,Mode
2,2,India,Mumbai,23355000.0,19.1067161,72.89948034277606,Zara,Mode
3,3,Philippines,Manila,23088000.0,14.5516204,121.0470494,Zara,Mode
4,4,China,Shanghai,22120000.0,31.2377067,121.4742044,Zara,Mode
5,5,Brazil,São Paulo,22046000.0,-21.2111956,-47.8171951,Zara,Mode
6,6,"Korea, South",Seoul,21794000.0,37.514185,127.1050698,Zara,Mode
7,7,Mexico,Mexico City,20996000.0,19.4868421,-99.1517377,Zara,Mode
8,8,China,Guangzhou,20902000.0,23.1354625,113.3257901,Zara,Mode
9,9,China,Beijing,19433000.0,39.823558,116.2930646,Zara,Mode
10,10,Egypt,Cairo,19372000.0,29.981895,31.3161009,Zara,Mode
