,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.663774,139.71444,Prada,Luxury
1,1,Indonesia,Jakarta,34540000.0,-6.2198921,106.787619,Prada,Luxury
2,2,India,Delhi,29617000.0,46.3092354,10.0706491,Prada,Luxury
3,3,India,Mumbai,23355000.0,46.3092354,10.0706491,Prada,Luxury
4,4,Philippines,Manila,23088000.0,46.3092354,10.0706491,Prada,Luxury
5,5,China,Shanghai,22120000.0,31.2180508,121.4541852,Prada,Luxury
6,6,Brazil,São Paulo,22046000.0,-22.57518935,-47.41064716880531,Prada,Luxury
7,7,"Korea, South",Seoul,21794000.0,37.5264055,127.04634506143525,Prada,Luxury
8,8,Mexico,Mexico City,20996000.0,19.466653,-99.213074,Prada,Luxury
9,9,China,Guangzhou,20902000.0,23.1363735,113.326915,Prada,Luxury
10,10,China,Beijing,19433000.0,39.9079561,116.4727357,Prada,Luxury
11,11,Egypt,Cairo,19372000.0,42.69761305,2.7132010879859423,Prada,Luxury
12,12,United States,New York,18713220.0,40.7626298,-73.974484,Prada,Luxury
13,13,India,Kolkāta,17560000.0,46.3092354,10.0706491,Prada,Luxury
14,14,Russia,Moscow,17125000.0,55.7627179,37.6136371,Prada,Luxury
15,15,Thailand,Bangkok,17066000.0,46.3092354,10.0706491,Prada,Luxury
16,16,Argentina,Buenos Aires,16157000.0,-35.2717319,-57.2295337,Prada,Luxury
17,17,Bangladesh,Dhaka,15443000.0,46.3092354,10.0706491,Prada,Luxury
18,18,Nigeria,Lagos,15279000.0,42.63301545,2.234672442906448,Prada,Luxury
19,19,Turkey,Istanbul,15154000.0,41.0487075,28.9925538,Prada,Luxury
20,20,Japan,Ōsaka,14977000.0,34.6714893,135.5006757,Prada,Luxury
21,21,Pakistan,Karachi,14835000.0,46.3092354,10.0706491,Prada,Luxury
22,22,India,Bangalore,13707000.0,46.3092354,10.0706491,Prada,Luxury
23,23,Iran,Tehran,13633000.0,46.3092354,10.0706491,Prada,Luxury
24,24,Vietnam,Ho Chi Minh City,13312000.0,21.0247206,105.8570964,Prada,Luxury
25,25,United States,Los Angeles,12750807.0,34.0684678,-118.402524,Prada,Luxury
26,26,India,Chennai,11324000.0,46.3092354,10.0706491,Prada,Luxury
27,27,Pakistan,Lahore,11021000.0,46.3092354,10.0706491,Prada,Luxury
28,28,France,Paris,11020000.0,48.8655508,2.3039717,Prada,Luxury
29,29,United Kingdom,London,10979000.0,51.50912195,-0.1406748866679933,Prada,Luxury
30,30,China,Tianjin,10800000.0,39.0896628,117.2088784,Prada,Luxury
31,31,Peru,Lima,9848000.0,-12.1880989,-76.95811013574246,Prada,Luxury
32,32,India,Hyderābād,9746000.0,46.3092354,10.0706491,Prada,Luxury
33,33,Colombia,Bogotá,9464000.0,4.7161656,-74.0597032,Prada,Luxury
34,34,United States,Chicago,8604203.0,41.9009042,-87.62727650629577,Prada,Luxury
35,35,China,Changsha,8394500.0,28.2216803,112.9304272,Prada,Luxury
36,36,Malaysia,Kuala Lumpur,8285000.0,46.3092354,10.0706491,Prada,Luxury
37,37,Vietnam,Hanoi,7785000.0,21.0247206,105.8570964,Prada,Luxury
38,38,India,Pune,7764000.0,46.3092354,10.0706491,Prada,Luxury
39,39,China,Chongqing,7739000.0,29.5616089,106.5740781,Prada,Luxury
40,40,China,Nanjing,7496000.0,32.045833,118.7794214,Prada,Luxury
41,41,India,Ahmedabad,7410000.0,46.3092354,10.0706491,Prada,Luxury
42,42,Hong Kong,Hong Kong,7347000.0,22.2815402,114.1588399,Prada,Luxury
43,43,China,Xi’an,7135000.0,42.5543449,2.5464247,Prada,Luxury
44,44,Chile,Santiago,7007000.0,-34.9189758,-56.1549942,Prada,Luxury
45,45,United States,Miami,6445545.0,25.8140171,-80.1923173,Prada,Luxury
46,46,China,Lu’an,6090000.0,51.1986499,5.9889021,Prada,Luxury
47,47,Spain,Madrid,6026000.0,40.4224277,-3.7032224,Prada,Luxury
48,48,India,Sūrat,5807000.0,46.3092354,10.0706491,Prada,Luxury
49,49,China,Qingdao,5775000.0,36.0609764,120.3906802,Prada,Luxury
50,50,Singapore,Singapore,5745000.0,1.3042427,103.8325926,Prada,Luxury
