,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.6622202,139.6144565,Renault,Car
1,1,India,Delhi,29617000.0,28.524779,77.2747484,Renault,Car
2,2,India,Mumbai,23355000.0,19.1371099,72.8321829,Renault,Car
3,3,Philippines,Manila,23088000.0,14.4295398,121.0016367,Renault,Car
4,4,Brazil,São Paulo,22046000.0,-22.03266875,-47.88233329590882,Renault,Car
5,5,"Korea, South",Seoul,21794000.0,37.6835699,127.04743337522652,Renault,Car
6,6,Mexico,Mexico City,20996000.0,19.3543505,-99.1443485,Renault,Car
7,7,Egypt,Cairo,19372000.0,30.0276051,31.2693985,Renault,Car
8,8,India,Kolkāta,17560000.0,-31.472554,-64.250262,Renault,Car
9,9,Russia,Moscow,17125000.0,55.7268465,37.7794934,Renault,Car
10,10,Thailand,Bangkok,17066000.0,-31.472554,-64.250262,Renault,Car
11,11,Argentina,Buenos Aires,16157000.0,-34.6626436,-58.5183924,Renault,Car
12,12,Bangladesh,Dhaka,15443000.0,23.7512812,90.4090235,Renault,Car
13,13,Nigeria,Lagos,15279000.0,37.108783200000005,-8.67854202423224,Renault,Car
14,14,Turkey,Istanbul,15154000.0,41.0214454,29.1219182,Renault,Car
15,15,Japan,Ōsaka,14977000.0,-31.472554,-64.250262,Renault,Car
16,16,Pakistan,Karachi,14835000.0,-31.472554,-64.250262,Renault,Car
17,17,India,Bangalore,13707000.0,13.0041918,77.583798,Renault,Car
18,18,Iran,Tehran,13633000.0,35.7072314,51.3212204,Renault,Car
19,19,Vietnam,Ho Chi Minh City,13312000.0,-6.2920984,106.66639179893085,Renault,Car
20,20,United States,Los Angeles,12750807.0,34.0133202,-117.892952,Renault,Car
21,21,Brazil,Rio de Janeiro,12272000.0,-22.9452544,-43.3461527,Renault,Car
22,22,China,Baoding,11860000.0,38.8154544,115.4949779,Renault,Car
23,23,India,Chennai,11324000.0,12.9145552,77.6247068,Renault,Car
24,24,Pakistan,Lahore,11021000.0,-31.472554,-64.250262,Renault,Car
25,25,France,Paris,11020000.0,48.8828304,2.3832962,Renault,Car
26,26,United Kingdom,London,10979000.0,51.3136016,-0.1401180499486731,Renault,Car
27,27,Peru,Lima,9848000.0,-12.0733163,-77.10006330995196,Renault,Car
28,28,India,Hyderābād,9746000.0,17.4249909,78.4217244,Renault,Car
29,29,Colombia,Bogotá,9464000.0,4.725331049999999,-74.05620227843107,Renault,Car
30,30,Japan,Nagoya,9113000.0,35.171011,137.047883,Renault,Car
31,31,United States,Chicago,8604203.0,4.9306238,-52.3288524,Renault,Car
32,32,Angola,Luanda,8417000.0,-8.9125731,13.196255061900803,Renault,Car
33,33,Malaysia,Kuala Lumpur,8285000.0,3.1686674,101.6961893,Renault,Car
34,34,India,Pune,7764000.0,18.5060978,73.9014122,Renault,Car
35,35,India,Ahmedabad,7410000.0,23.5821613,72.3715574,Renault,Car
36,36,Hong Kong,Hong Kong,7347000.0,22.2798753,114.1783064,Renault,Car
37,37,Chile,Santiago,7007000.0,-33.4167289,-70.7155637,Renault,Car
38,38,Saudi Arabia,Riyadh,6881000.0,24.696824,46.7352641,Renault,Car
39,39,Spain,Madrid,6026000.0,40.4016027,-3.5914843,Renault,Car
40,40,India,Sūrat,5807000.0,-31.472554,-64.250262,Renault,Car
41,41,Iraq,Baghdad,5796000.0,33.3167947,44.4187489,Renault,Car
42,42,United States,Dallas,5743938.0,36.76156,5.0554139,Renault,Car
43,43,United States,Philadelphia,5649300.0,53.4036792,-1.49368235,Renault,Car
44,44,Kenya,Nairobi,5545000.0,-31.472554,-64.250262,Renault,Car
45,45,Turkey,Ankara,5503985.0,39.91073585,32.7423987941184,Renault,Car
46,46,China,Tai’an,5499000.0,47.9913078,-4.1152502,Renault,Car
47,47,United States,Atlanta,5449398.0,33.664652,-84.378464,Renault,Car
48,48,Canada,Toronto,5429524.0,43.6875283,-79.5253797,Renault,Car
49,49,United States,Washington,5379184.0,37.9972723,-90.89228,Renault,Car
50,50,Russia,Saint Petersburg,5351935.0,59.806158800000006,30.166078476667455,Renault,Car
