,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.6622202,139.6144565,Renault,Car
1,1,India,Delhi,29617000.0,28.524779,77.2747484,Renault,Car
2,2,India,Mumbai,23355000.0,19.1371099,72.8321829,Renault,Car
3,3,Philippines,Manila,23088000.0,14.4295398,121.0016367,Renault,Car
4,4,Brazil,São Paulo,22046000.0,-22.03266875,-47.88233329590882,Renault,Car
5,5,"Korea, South",Seoul,21794000.0,37.6835699,127.04743337522652,Renault,Car
6,6,Mexico,Mexico City,20996000.0,19.3543505,-99.1443485,Renault,Car
7,7,Egypt,Cairo,19372000.0,30.0276051,31.2693985,Renault,Car
8,8,India,Kolkāta,17560000.0,-31.472554,-64.250262,Renault,Car
9,9,Russia,Moscow,17125000.0,55.7268465,37.7794934,Renault,Car
10,10,Thailand,Bangkok,17066000.0,-31.472554,-64.250262,Renault,Car
11,11,Argentina,Buenos Aires,16157000.0,-34.6626436,-58.5183924,Renault,Car
12,12,Bangladesh,Dhaka,15443000.0,23.7512812,90.4090235,Renault,Car
13,13,Nigeria,Lagos,15279000.0,37.108783200000005,-8.67854202423224,Renault,Car
14,14,Turkey,Istanbul,15154000.0,41.0214454,29.1219182,Renault,Car
15,15,Japan,Ōsaka,14977000.0,-31.472554,-64.250262,Renault,Car
